model,params,l2_rel_pct,mae_mag,mae_db,max_err_mag,max_err_db,time_s,best_epoch,final_epoch
fno,1106114,6.915271282196045,0.0209965817630291,0.2778044044971466,0.26796871423721313,15.888092041015625,2736.5876808166504,4989,4999
unet,5902658,6.3182346522808075,0.015252646990120411,0.22467897832393646,0.3174971342086792,16.71809959411621,2566.7909519672394,1679,2179
