freq_GHz,target_s11_dB,pred_s11_dB
2.962925851703406721e+00,-1.000000000000000000e+00,-6.946594119071960449e-01
2.966933867735470631e+00,-1.000000000000000000e+00,-7.010259628295898438e-01
2.970941883767535430e+00,-1.000000000000000000e+00,-7.074185609817504883e-01
2.974949899799599340e+00,-1.000000000000000000e+00,-7.138237357139587402e-01
2.978957915831663250e+00,-1.000000000000000000e+00,-7.202184200286865234e-01
2.982965931863727604e+00,-1.000000000000000000e+00,-7.265952825546264648e-01
2.986973947895791515e+00,-1.000000000000000000e+00,-7.329493165016174316e-01
2.990981963927855425e+00,-1.000000000000000000e+00,-7.392532229423522949e-01
2.994989979959919779e+00,-1.000000000000000000e+00,-7.454980015754699707e-01
2.998997995991983689e+00,-1.000000000000000000e+00,-7.516750693321228027e-01
3.003006012024048044e+00,-1.000000000000000000e+00,-7.577694654464721680e-01
3.007014028056112398e+00,-1.000000000000000000e+00,-7.637686729431152344e-01
3.011022044088176308e+00,-1.000000000000000000e+00,-7.696628570556640625e-01
3.015030060120240218e+00,-1.000000000000000000e+00,-7.754433155059814453e-01
3.019038076152304573e+00,-1.000000000000000000e+00,-7.810956239700317383e-01
3.023046092184368927e+00,-1.000000000000000000e+00,-7.866161465644836426e-01
3.027054108216432393e+00,-1.000000000000000000e+00,-7.919932603836059570e-01
3.031062124248497192e+00,-1.000000000000000000e+00,-7.972233295440673828e-01
3.035070140280561546e+00,-1.000000000000000000e+00,-8.022993206977844238e-01
3.039078156312625012e+00,-1.000000000000000000e+00,-8.072134256362915039e-01
3.043086172344689366e+00,-1.000000000000000000e+00,-8.119665980339050293e-01
3.047094188376753721e+00,-1.000000000000000000e+00,-8.165422081947326660e-01
3.051102204408817187e+00,-1.000000000000000000e+00,-8.209488391876220703e-01
3.055110220440881541e+00,-1.000000000000000000e+00,-8.251829147338867188e-01
3.059118236472946339e+00,-1.000000000000000000e+00,-8.292397260665893555e-01
3.063126252505010250e+00,-1.000000000000000000e+00,-8.331217765808105469e-01
3.067134268537074160e+00,-1.000000000000000000e+00,-8.368327617645263672e-01
3.071142284569138514e+00,-1.000000000000000000e+00,-8.403673768043518066e-01
3.075150300601202424e+00,-1.000000000000000000e+00,-8.437328934669494629e-01
3.079158316633266335e+00,-1.000000000000000000e+00,-8.469307422637939453e-01
3.083166332665330689e+00,-1.000000000000000000e+00,-8.499601483345031738e-01
3.087174348697395043e+00,-1.000000000000000000e+00,-8.528394103050231934e-01
3.091182364729458953e+00,-1.000000000000000000e+00,-8.555588722229003906e-01
3.095190380761523308e+00,-1.000000000000000000e+00,-8.581330776214599609e-01
3.099198396793587218e+00,-1.000000000000000000e+00,-8.605661988258361816e-01
3.103206412825651128e+00,-1.000000000000000000e+00,-8.628673553466796875e-01
3.107214428857715482e+00,-1.000000000000000000e+00,-8.650421500205993652e-01
3.111222444889779393e+00,-1.000000000000000000e+00,-8.670938611030578613e-01
3.115230460921843747e+00,-1.000000000000000000e+00,-8.690386414527893066e-01
3.119238476953908101e+00,-1.000000000000000000e+00,-8.708864450454711914e-01
3.123246492985972012e+00,-1.000000000000000000e+00,-8.726378679275512695e-01
3.127254509018035922e+00,-1.000000000000000000e+00,-8.743136525154113770e-01
3.131262525050100276e+00,-1.000000000000000000e+00,-8.759174346923828125e-01
3.135270541082164186e+00,-1.000000000000000000e+00,-8.774573802947998047e-01
3.139278557114228096e+00,-1.000000000000000000e+00,-8.789461851119995117e-01
3.143286573146292895e+00,-1.000000000000000000e+00,-8.803984522819519043e-01
3.147294589178356805e+00,-1.000000000000000000e+00,-8.818188309669494629e-01
3.151302605210420715e+00,-1.000000000000000000e+00,-8.832218647003173828e-01
3.155310621242485070e+00,-1.000000000000000000e+00,-8.846215009689331055e-01
3.159318637274548980e+00,-1.000000000000000000e+00,-8.860254287719726562e-01
3.163326653306612890e+00,-1.000000000000000000e+00,-8.874439597129821777e-01
3.167334669338677244e+00,-1.000000000000000000e+00,-8.888925313949584961e-01
3.171342685370741155e+00,-1.000000000000000000e+00,-8.903797864913940430e-01
3.175350701402805509e+00,-1.000000000000000000e+00,-8.919206261634826660e-01
3.179358717434869863e+00,-1.000000000000000000e+00,-8.935219645500183105e-01
3.183366733466934217e+00,-1.000000000000000000e+00,-8.952039480209350586e-01
3.187374749498997684e+00,-1.000000000000000000e+00,-8.969689011573791504e-01
3.191382765531062038e+00,-1.000000000000000000e+00,-8.988376855850219727e-01
3.195390781563126392e+00,-1.000000000000000000e+00,-9.008130431175231934e-01
3.199398797595189858e+00,-1.000000000000000000e+00,-9.029129147529602051e-01
3.203406813627254657e+00,-1.000000000000000000e+00,-9.051523208618164062e-01
3.207414829659319011e+00,-1.000000000000000000e+00,-9.075378179550170898e-01
3.211422845691382477e+00,-1.000000000000000000e+00,-9.100831151008605957e-01
3.215430861723446831e+00,-1.000000000000000000e+00,-9.127998948097229004e-01
3.219438877755511186e+00,-1.000000000000000000e+00,-9.157006740570068359e-01
3.223446893787575096e+00,-1.000000000000000000e+00,-9.187955260276794434e-01
3.227454909819639006e+00,-1.000000000000000000e+00,-9.221017956733703613e-01
3.231462925851703805e+00,-1.000000000000000000e+00,-9.256258010864257812e-01
3.235470941883767715e+00,-1.000000000000000000e+00,-9.293847084045410156e-01
3.239478957915831625e+00,-1.000000000000000000e+00,-9.333813786506652832e-01
3.243486973947895979e+00,-1.000000000000000000e+00,-9.376361370086669922e-01
3.247494989979959890e+00,-1.000000000000000000e+00,-9.421577453613281250e-01
3.251503006012023800e+00,-1.000000000000000000e+00,-9.469577074050903320e-01
3.255511022044088154e+00,-1.000000000000000000e+00,-9.520525336265563965e-01
3.259519038076152508e+00,-1.000000000000000000e+00,-9.574476480484008789e-01
3.263527054108216419e+00,-1.000000000000000000e+00,-9.631519317626953125e-01
3.267535070140280773e+00,-1.000000000000000000e+00,-9.691801071166992188e-01
3.271543086172344683e+00,-1.000000000000000000e+00,-9.755455851554870605e-01
3.275551102204408593e+00,-1.000000000000000000e+00,-9.822628498077392578e-01
3.279559118236472948e+00,-1.000000000000000000e+00,-9.893324375152587891e-01
3.283567134268536858e+00,-1.000000000000000000e+00,-9.967798590660095215e-01
3.287575150300601212e+00,-1.000000000000000000e+00,-1.004598736763000488e+00
3.291583166332665567e+00,-1.000000000000000000e+00,-1.012812018394470215e+00
3.295591182364729477e+00,-1.000000000000000000e+00,-1.021427869796752930e+00
3.299599198396793387e+00,-1.000000000000000000e+00,-1.030458092689514160e+00
3.303607214428857741e+00,-1.000000000000000000e+00,-1.039907217025756836e+00
3.307615230460921651e+00,-1.000000000000000000e+00,-1.049795627593994141e+00
3.311623246492985562e+00,-1.000000000000000000e+00,-1.060122132301330566e+00
3.315631262525050360e+00,-1.000000000000000000e+00,-1.070909023284912109e+00
3.319639278557114270e+00,-1.000000000000000000e+00,-1.082157254219055176e+00
3.323647294589178181e+00,-1.000000000000000000e+00,-1.093879938125610352e+00
3.327655310621242535e+00,-1.000000000000000000e+00,-1.106090664863586426e+00
3.331663326653306889e+00,-1.000000000000000000e+00,-1.118796110153198242e+00
3.335671342685370355e+00,-1.000000000000000000e+00,-1.132006645202636719e+00
3.339679358717434710e+00,-1.000000000000000000e+00,-1.145730614662170410e+00
3.343687374749499508e+00,-1.000000000000000000e+00,-1.159978032112121582e+00
3.347695390781562974e+00,-1.000000000000000000e+00,-1.174762129783630371e+00
3.351703406813627328e+00,-1.000000000000000000e+00,-1.190098643302917480e+00
3.355711422845691683e+00,-1.000000000000000000e+00,-1.205983877182006836e+00
3.359719438877755149e+00,-1.000000000000000000e+00,-1.222435951232910156e+00
3.363727454909819503e+00,-1.000000000000000000e+00,-1.239461779594421387e+00
3.367735470941883857e+00,-1.000000000000000000e+00,-1.257072806358337402e+00
3.371743486973948212e+00,-1.000000000000000000e+00,-1.275280833244323730e+00
3.375751503006012122e+00,-1.000000000000000000e+00,-1.294097304344177246e+00
3.379759519038076476e+00,-1.000000000000000000e+00,-1.313526391983032227e+00
3.383767535070140386e+00,-1.000000000000000000e+00,-1.333581686019897461e+00
3.387775551102204297e+00,-1.000000000000000000e+00,-1.354268074035644531e+00
3.391783567134268651e+00,-1.000000000000000000e+00,-1.375603675842285156e+00
3.395791583166332561e+00,-1.000000000000000000e+00,-1.397595167160034180e+00
3.399799599198396471e+00,-1.000000000000000000e+00,-1.420263648033142090e+00
3.403807615230461270e+00,-1.000000000000000000e+00,-1.443607568740844727e+00
3.407815631262525180e+00,-1.000000000000000000e+00,-1.467633485794067383e+00
3.411823647294589090e+00,-1.000000000000000000e+00,-1.492365002632141113e+00
3.415831663326653445e+00,-1.000000000000000000e+00,-1.517810583114624023e+00
3.419839679358717355e+00,-1.000000000000000000e+00,-1.543976664543151855e+00
3.423847695390781265e+00,-1.000000000000000000e+00,-1.570888042449951172e+00
3.427855711422845619e+00,-1.000000000000000000e+00,-1.598543405532836914e+00
3.431863727454909974e+00,-1.000000000000000000e+00,-1.626953840255737305e+00
3.435871743486973884e+00,-1.000000000000000000e+00,-1.656142711639404297e+00
3.439879759519038238e+00,-1.000000000000000000e+00,-1.686116576194763184e+00
3.443887775551102148e+00,-1.000000000000000000e+00,-1.716892480850219727e+00
3.447895791583166059e+00,-1.000000000000000000e+00,-1.748474359512329102e+00
3.451903807615230413e+00,-1.000000000000000000e+00,-1.780889630317687988e+00
3.455911823647294323e+00,-1.000000000000000000e+00,-1.814145326614379883e+00
3.459919839679358677e+00,-1.000000000000000000e+00,-1.848258018493652344e+00
3.463927855711423032e+00,-1.000000000000000000e+00,-1.883243203163146973e+00
3.467935871743486942e+00,-1.000000000000000000e+00,-1.919119238853454590e+00
3.471943887775550852e+00,-1.000000000000000000e+00,-1.955893158912658691e+00
3.475951903807615206e+00,-1.000000000000000000e+00,-1.993584036827087402e+00
3.479959919839679117e+00,-1.000000000000000000e+00,-2.032221555709838867e+00
3.483967935871743027e+00,-1.000000000000000000e+00,-2.071803331375122070e+00
3.487975951903807825e+00,-1.000000000000000000e+00,-2.112357139587402344e+00
3.491983967935872180e+00,-1.000000000000000000e+00,-2.153907775878906250e+00
3.495991983967935646e+00,-1.000000000000000000e+00,-2.196463584899902344e+00
3.500000000000000000e+00,-1.000000000000000000e+00,-2.240044355392456055e+00
